,cluster,variable,type,moyenne,médiane,écart_type,min,max,modalité,modalité_pct
178,25,city,catégorielle,,,,,,SEITIFLA,11.03448275862069
179,25,milieu_resid,catégorielle,,,,,,Rural,100.0
180,25,region_name,catégorielle,,,,,,HAUT-SASSANDRA,100.0
181,25,bancarise,catégorielle,,,,,,0,100.0
182,26,age_num,numérique,7.615584415584416,7.0,5.080371360459109,0.0,30.0,,
183,26,sex,catégorielle,,,,,,Féminin,100.0
184,26,marital_status,catégorielle,,,,,,Célibataire,99.74025974025975
185,26,city,catégorielle,,,,,,SARHALA,17.402597402597404
186,26,milieu_resid,catégorielle,,,,,,Rural,100.0
187,26,region_name,catégorielle,,,,,,BERE,100.0
188,26,bancarise,catégorielle,,,,,,0,100.0
189,27,age_num,numérique,7.376383763837638,7.0,4.676817870402973,0.0,22.0,,
190,27,sex,catégorielle,,,,,,Féminin,100.0
191,27,marital_status,catégorielle,,,,,,Célibataire,99.63099630996311
192,27,city,catégorielle,,,,,,TENGRELA,23.616236162361623
193,27,milieu_resid,catégorielle,,,,,,Rural,100.0
194,27,region_name,catégorielle,,,,,,BAGOUE,100.0
195,27,bancarise,catégorielle,,,,,,0,100.0
196,28,age_num,numérique,8.407738095238095,8.0,5.786536066130929,0.0,32.0,,
197,28,sex,catégorielle,,,,,,Féminin,100.0
198,28,marital_status,catégorielle,,,,,,Célibataire,100.0
199,28,city,catégorielle,,,,,,OUME,14.583333333333334
200,28,milieu_resid,catégorielle,,,,,,Rural,100.0
201,28,region_name,catégorielle,,,,,,GÔH,100.0
202,28,bancarise,catégorielle,,,,,,0,100.0
203,29,age_num,numérique,39.95564516129032,39.0,10.219951927276705,18.0,72.0,,
204,29,sex,catégorielle,,,,,,Féminin,54.83870967741935
205,29,marital_status,catégorielle,,,,,,Marié(e),62.903225806451616
206,29,city,catégorielle,,,,,,YAMOUSSOUKRO,100.0
207,29,milieu_resid,catégorielle,,,,,,Urbain,100.0
208,29,region_name,catégorielle,,,,,,YAMOUSSOUKRO,100.0
209,29,bancarise,catégorielle,,,,,,1,99.59677419354838
210,30,age_num,numérique,10.790909090909091,9.0,8.414051581132757,0.0,39.0,,
211,30,sex,catégorielle,,,,,,Masculin,100.0
212,30,marital_status,catégorielle,,,,,,Célibataire,99.54545454545455
213,30,city,catégorielle,,,,,,GRAND-BASSAM,29.545454545454547
214,30,milieu_resid,catégorielle,,,,,,Urbain,100.0
215,30,region_name,catégorielle,,,,,,SUD-COMOE,100.0
216,30,bancarise,catégorielle,,,,,,0,100.0
217,31,age_num,numérique,35.04578096947935,36.0,6.168105160204909,17.0,45.0,,
218,31,sex,catégorielle,,,,,,Masculin,100.0
219,31,marital_status,catégorielle,,,,,,Marié(e),84.73967684021544
220,31,city,catégorielle,,,,,,MAHANDIANA-SOKOURANI,1.8850987432675044
221,31,milieu_resid,catégorielle,,,,,,Rural,100.0
222,31,region_name,catégorielle,,,,,,BOUNKANI,7.1813285457809695
223,31,bancarise,catégorielle,,,,,,0,100.0
224,32,age_num,numérique,9.89760348583878,9.0,6.8633237272324354,0.0,34.0,,
225,32,sex,catégorielle,,,,,,Masculin,100.0
226,32,marital_status,catégorielle,,,,,,Célibataire,99.78213507625271
227,32,city,catégorielle,,,,,,OUME,11.982570806100219
228,32,milieu_resid,catégorielle,,,,,,Rural,100.0
229,32,region_name,catégorielle,,,,,,GÔH,100.0
230,32,bancarise,catégorielle,,,,,,0,100.0
231,33,age_num,numérique,67.44472361809045,67.0,11.380778784514716,40.0,98.0,,
232,33,sex,catégorielle,,,,,,Féminin,97.23618090452261
233,33,marital_status,catégorielle,,,,,,Veuf(ve),84.67336683417085
234,33,city,catégorielle,,,,,,ABIDJAN,9.296482412060302
235,33,milieu_resid,catégorielle,,,,,,Urbain,100.0
236,33,region_name,catégorielle,,,,,,AUTONOME D'ABIDJAN,9.798994974874372
237,33,bancarise,catégorielle,,,,,,0,100.0
238,34,age_num,numérique,51.172649572649576,50.0,7.908678516585607,40.0,76.0,,
239,34,sex,catégorielle,,,,,,Féminin,100.0
240,34,marital_status,catégorielle,,,,,,Marié(e),87.52136752136752
241,34,city,catégorielle,,,,,,BOUAKE,3.7606837606837606
242,34,milieu_resid,catégorielle,,,,,,Urbain,100.0
243,34,region_name,catégorielle,,,,,,LA ME,7.0085470085470085
244,34,bancarise,catégorielle,,,,,,0,100.0
245,35,age_num,numérique,8.774946921443737,8.0,6.008530172812837,0.0,35.0,,
246,35,sex,catégorielle,,,,,,Masculin,100.0
247,35,marital_status,catégorielle,,,,,,Célibataire,100.0
248,35,city,catégorielle,,,,,,SARHALA,16.13588110403397
249,35,milieu_resid,catégorielle,,,,,,Rural,100.0
250,35,region_name,catégorielle,,,,,,BERE,100.0
251,35,bancarise,catégorielle,,,,,,0,100.0
252,36,age_num,numérique,9.63743676222597,9.0,6.300612489515449,0.0,37.0,,
253,36,sex,catégorielle,,,,,,Féminin,52.27655986509275
254,36,marital_status,catégorielle,,,,,,Célibataire,99.32546374367622
255,36,city,catégorielle,,,,,,YAMOUSSOUKRO,100.0
256,36,milieu_resid,catégorielle,,,,,,Urbain,73.69308600337267
257,36,region_name,catégorielle,,,,,,YAMOUSSOUKRO,100.0
258,36,bancarise,catégorielle,,,,,,0,100.0
259,37,age_num,numérique,9.162729658792651,8.0,7.107059270663452,0.0,35.0,,
260,37,sex,catégorielle,,,,,,Masculin,100.0
261,37,marital_status,catégorielle,,,,,,Célibataire,100.0
262,37,city,catégorielle,,,,,,LOBAKUYA,25.196850393700785
263,37,milieu_resid,catégorielle,,,,,,Rural,100.0
264,37,region_name,catégorielle,,,,,,GBÔKLE,100.0
265,37,bancarise,catégorielle,,,,,,0,100.0
266,38,age_num,numérique,8.628947368421052,7.0,6.489829993778429,0.0,34.0,,
267,38,sex,catégorielle,,,,,,Féminin,100.0
268,38,marital_status,catégorielle,,,,,,Célibataire,99.47368421052632
269,38,city,catégorielle,,,,,,LAOUD-IBA,13.684210526315791
270,38,milieu_resid,catégorielle,,,,,,Rural,100.0
271,38,region_name,catégorielle,,,,,,GONTOUGO,100.0
272,38,bancarise,catégorielle,,,,,,0,100.0
273,39,age_num,numérique,9.42056074766355,8.0,7.350642892603303,0.0,41.0,,
274,39,sex,catégorielle,,,,,,Masculin,100.0
275,39,marital_status,catégorielle,,,,,,Célibataire,99.68847352024922
276,39,city,catégorielle,,,,,,N'DOUCI,12.149532710280374
277,39,milieu_resid,catégorielle,,,,,,Rural,100.0
278,39,region_name,catégorielle,,,,,,AGNEBY-TIASSA,100.0
279,39,bancarise,catégorielle,,,,,,0,100.0
280,40,age_num,numérique,7.940993788819876,7.0,5.6914098472878845,0.0,33.0,,
281,40,sex,catégorielle,,,,,,Féminin,100.0
282,40,marital_status,catégorielle,,,,,,Célibataire,99.68944099378882
283,40,city,catégorielle,,,,,,GRAND-BEREBY,22.67080745341615
284,40,milieu_resid,catégorielle,,,,,,Rural,100.0
285,40,region_name,catégorielle,,,,,,SAN-PEDRO,100.0
286,40,bancarise,catégorielle,,,,,,0,100.0
287,41,age_num,numérique,7.440528634361233,7.0,5.27141784319406,0.0,33.0,,
288,41,sex,catégorielle,,,,,,Féminin,100.0
289,41,marital_status,catégorielle,,,,,,Célibataire,100.0
290,41,city,catégorielle,,,,,,FERKESSEDOUGOU,22.026431718061673
291,41,milieu_resid,catégorielle,,,,,,Rural,100.0
292,41,region_name,catégorielle,,,,,,TCHOLOGO,100.0
293,41,bancarise,catégorielle,,,,,,0,100.0
294,42,age_num,numérique,9.314606741573034,9.0,7.0009666631537675,0.0,30.0,,
295,42,sex,catégorielle,,,,,,Masculin,100.0
296,42,marital_status,catégorielle,,,,,,Célibataire,96.62921348314607
297,42,city,catégorielle,,,,,,DAOUKRO,79.7752808988764
298,42,milieu_resid,catégorielle,,,,,,Urbain,100.0
299,42,region_name,catégorielle,,,,,,IFFOU,100.0
300,42,bancarise,catégorielle,,,,,,0,98.87640449438202
301,43,age_num,numérique,7.966666666666667,7.0,5.821052433646906,0.0,34.0,,
302,43,sex,catégorielle,,,,,,Féminin,100.0
303,43,marital_status,catégorielle,,,,,,Célibataire,100.0
304,43,city,catégorielle,,,,,,GNAMANGUI,16.140350877192983
305,43,milieu_resid,catégorielle,,,,,,Rural,100.0
306,43,region_name,catégorielle,,,,,,NAWA,100.0
307,43,bancarise,catégorielle,,,,,,0,100.0
308,44,age_num,numérique,9.307692307692308,8.0,6.077414091015559,0.0,30.0,,
309,44,sex,catégorielle,,,,,,Féminin,100.0
310,44,marital_status,catégorielle,,,,,,Célibataire,100.0
311,44,city,catégorielle,,,,,,BEOUMI,16.666666666666664
312,44,milieu_resid,catégorielle,,,,,,Rural,100.0
313,44,region_name,catégorielle,,,,,,GBEKE,100.0
314,44,bancarise,catégorielle,,,,,,0,100.0
315,45,age_num,numérique,8.675438596491228,8.0,6.09340571550949,0.0,40.0,,
316,45,sex,catégorielle,,,,,,Masculin,100.0
317,45,marital_status,catégorielle,,,,,,Célibataire,100.0
318,45,city,catégorielle,,,,,,BOUAFLE,15.131578947368421
319,45,milieu_resid,catégorielle,,,,,,Rural,100.0
320,45,region_name,catégorielle,,,,,,MARAHOUE,100.0
321,45,bancarise,catégorielle,,,,,,0,100.0
322,46,age_num,numérique,9.07906976744186,8.0,6.5779495050791805,0.0,39.0,,
323,46,sex,catégorielle,,,,,,Féminin,100.0
324,46,marital_status,catégorielle,,,,,,Célibataire,99.53488372093024
325,46,city,catégorielle,,,,,,DUEKOUE,31.16279069767442
326,46,milieu_resid,catégorielle,,,,,,Urbain,100.0
327,46,region_name,catégorielle,,,,,,GUEMON,100.0
328,46,bancarise,catégorielle,,,,,,0,100.0
329,47,age_num,numérique,9.02593659942363,8.0,6.930448560957971,0.0,41.0,,
330,47,sex,catégorielle,,,,,,Masculin,100.0
331,47,marital_status,catégorielle,,,,,,Célibataire,100.0
332,47,city,catégorielle,,,,,,BOUNA,19.020172910662826
333,47,milieu_resid,catégorielle,,,,,,Rural,100.0
334,47,region_name,catégorielle,,,,,,BOUNKANI,100.0
335,47,bancarise,catégorielle,,,,,,0,100.0
336,48,age_num,numérique,8.850374064837906,7.0,7.320693690472618,0.0,40.0,,
337,48,sex,catégorielle,,,,,,Masculin,100.0
338,48,marital_status,catégorielle,,,,,,Célibataire,99.75062344139651
339,48,city,catégorielle,,,,,,NIAMBEZARIA,18.204488778054863
340,48,milieu_resid,catégorielle,,,,,,Rural,100.0
341,48,region_name,catégorielle,,,,,,LÔH-DJIBOUA,100.0
342,48,bancarise,catégorielle,,,,,,0,100.0
343,49,age_num,numérique,9.985250737463128,10.0,6.843760656404622,0.0,39.0,,
344,49,sex,catégorielle,,,,,,Féminin,100.0
345,49,marital_status,catégorielle,,,,,,Célibataire,99.11504424778761
346,49,city,catégorielle,,,,,,BOUAKE,94.10029498525073
347,49,milieu_resid,catégorielle,,,,,,Urbain,100.0
348,49,region_name,catégorielle,,,,,,GBEKE,100.0
349,49,bancarise,catégorielle,,,,,,0,100.0
350,50,age_num,numérique,10.408108108108108,10.0,6.658811566548183,0.0,34.0,,
351,50,sex,catégorielle,,,,,,Féminin,52.16216216216216
352,50,marital_status,catégorielle,,,,,,Célibataire,100.0
353,50,city,catégorielle,,,,,,KORHOGO,100.0
354,50,milieu_resid,catégorielle,,,,,,Urbain,100.0
355,50,region_name,catégorielle,,,,,,PORO,100.0
356,50,bancarise,catégorielle,,,,,,0,100.0
357,51,age_num,numérique,7.37378640776699,7.0,5.397223061147802,0.0,32.0,,
358,51,sex,catégorielle,,,,,,Féminin,100.0
359,51,marital_status,catégorielle,,,,,,Célibataire,99.75728155339806
360,51,city,catégorielle,,,,,,MAHANDIANA-SOKOURANI,31.06796116504854
361,51,milieu_resid,catégorielle,,,,,,Rural,100.0
362,51,region_name,catégorielle,,,,,,FOLON,100.0
363,51,bancarise,catégorielle,,,,,,0,100.0
364,52,age_num,numérique,48.37808417997097,48.0,4.485757186082116,41.0,57.0,,
365,52,sex,catégorielle,,,,,,Masculin,100.0
366,52,marital_status,catégorielle,,,,,,Marié(e),98.11320754716981
367,52,city,catégorielle,,,,,,DUEKOUE,1.5239477503628447
368,52,milieu_resid,catégorielle,,,,,,Rural,100.0
369,52,region_name,catégorielle,,,,,,HAUT-SASSANDRA,7.184325108853411
370,52,bancarise,catégorielle,,,,,,1,100.0
371,53,age_num,numérique,16.582608695652173,15.0,5.669275919056986,8.0,42.0,,
372,53,sex,catégorielle,,,,,,Féminin,100.0
373,53,marital_status,catégorielle,,,,,,Célibataire,99.56521739130434
374,53,city,catégorielle,,,,,,DIVO,4.695652173913043
375,53,milieu_resid,catégorielle,,,,,,Urbain,100.0
376,53,region_name,catégorielle,,,,,,SUD-COMOE,11.565217391304348
377,53,bancarise,catégorielle,,,,,,0,100.0
378,54,age_num,numérique,9.04391891891892,9.0,5.898126405773984,0.0,25.0,,
379,54,sex,catégorielle,,,,,,Féminin,66.21621621621621
380,54,marital_status,catégorielle,,,,,,Célibataire,100.0
381,54,city,catégorielle,,,,,,SAN-PEDRO,69.25675675675676
382,54,milieu_resid,catégorielle,,,,,,Urbain,100.0
383,54,region_name,catégorielle,,,,,,SAN-PEDRO,100.0
384,54,bancarise,catégorielle,,,,,,0,100.0
385,55,age_num,numérique,5.353769676884839,5.0,3.2414815965408312,0.0,13.0,,
386,55,sex,catégorielle,,,,,,Masculin,100.0
387,55,marital_status,catégorielle,,,,,,Célibataire,100.0
388,55,city,catégorielle,,,,,,DALOA,4.473902236951118
389,55,milieu_resid,catégorielle,,,,,,Urbain,100.0
390,55,region_name,catégorielle,,,,,,HAUT-SASSANDRA,8.16072908036454
391,55,bancarise,catégorielle,,,,,,0,100.0
392,56,age_num,numérique,47.62323943661972,46.0,10.715774296075809,23.0,76.0,,
393,56,sex,catégorielle,,,,,,Masculin,100.0
394,56,marital_status,catégorielle,,,,,,Marié(e),87.67605633802818
395,56,city,catégorielle,,,,,,ABIDJAN,98.41549295774648
396,56,milieu_resid,catégorielle,,,,,,Urbain,100.0
397,56,region_name,catégorielle,,,,,,AUTONOME D'ABIDJAN,100.0
398,56,bancarise,catégorielle,,,,,,1,89.08450704225352
399,57,age_num,numérique,9.300261096605745,8.0,6.553539065054837,0.0,39.0,,
400,57,sex,catégorielle,,,,,,Masculin,100.0
401,57,marital_status,catégorielle,,,,,,Célibataire,99.21671018276761
402,57,city,catégorielle,,,,,,ZOUAN-HOUNIEN,11.488250652741515
403,57,milieu_resid,catégorielle,,,,,,Rural,100.0
404,57,region_name,catégorielle,,,,,,TONKPI,100.0
405,57,bancarise,catégorielle,,,,,,0,100.0
406,58,age_num,numérique,9.697160883280757,9.0,6.820234100068039,0.0,36.0,,
407,58,sex,catégorielle,,,,,,Féminin,100.0
408,58,marital_status,catégorielle,,,,,,Célibataire,100.0
409,58,city,catégorielle,,,,,,MOLONOU-BLE,11.67192429022082
410,58,milieu_resid,catégorielle,,,,,,Rural,100.0
411,58,region_name,catégorielle,,,,,,BELIER,100.0
412,58,bancarise,catégorielle,,,,,,0,100.0
413,59,age_num,numérique,58.420333839150224,57.0,9.19846752190841,37.0,93.0,,
414,59,sex,catégorielle,,,,,,Féminin,100.0
415,59,marital_status,catégorielle,,,,,,Veuf(ve),38.23975720789075
416,59,city,catégorielle,,,,,,YAMOUSSOUKRO,2.8831562974203337
417,59,milieu_resid,catégorielle,,,,,,Rural,100.0
