cluster,age_num,sex,marital_status,city,milieu_resid,region_name,bancarise
0,51,Masculin,Marié(e),MOROKRO,Rural,AGNEBY-TIASSA,1
0,58,Féminin,Marié(e),MOROKRO,Rural,AGNEBY-TIASSA,0
1,36,Masculin,Marié(e),MOROKRO,Rural,AGNEBY-TIASSA,1
1,35,Féminin,Marié(e),MOROKRO,Rural,AGNEBY-TIASSA,0
0,49,Féminin,Marié(e),MOROKRO,Rural,AGNEBY-TIASSA,1
1,18,Masculin,Célibataire,MOROKRO,Rural,AGNEBY-TIASSA,1
0,55,Masculin,Marié(e),MOROKRO,Rural,AGNEBY-TIASSA,0
0,60,Féminin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
0,57,Féminin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
1,24,Masculin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,22,Masculin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
0,74,Masculin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
1,37,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,25,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,0
1,24,Masculin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
0,43,Masculin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,37,Féminin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,18,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,41,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,36,Féminin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
1,40,Masculin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,18,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
0,60,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,31,Masculin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,29,Féminin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,30,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
0,61,Féminin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
1,19,Masculin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,26,Masculin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
0,77,Masculin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
1,40,Masculin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,1
0,71,Masculin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
0,61,Féminin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
1,24,Féminin,Marié(e),N'DOUCI,Urbain,AGNEBY-TIASSA,0
1,19,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,32,Féminin,Veuf(ve),N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,18,Féminin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,0
0,49,Masculin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
1,21,Masculin,Célibataire,N'DOUCI,Urbain,AGNEBY-TIASSA,1
0,43,Masculin,Veuf(ve),N'DOUCI,Urbain,AGNEBY-TIASSA,1
0,42,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,44,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,44,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
1,37,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,70,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,57,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,24,Masculin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,0
1,24,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,33,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,48,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,58,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
1,43,Masculin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,1
0,71,Féminin,Veuf(ve),N'DOUCI,Rural,AGNEBY-TIASSA,1
1,26,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,33,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,73,Féminin,Veuf(ve),N'DOUCI,Rural,AGNEBY-TIASSA,1
1,26,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,54,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
1,38,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
1,33,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,39,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,44,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,45,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,38,Masculin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,1
0,74,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,80,Féminin,Veuf(ve),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,41,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,56,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,43,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
1,28,Masculin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,1
0,40,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,34,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
1,24,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,50,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,33,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,44,Féminin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,0
1,40,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,39,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,52,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,66,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,56,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,18,Féminin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,0
0,51,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,64,Féminin,Veuf(ve),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,20,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,34,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,41,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,39,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
0,45,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,31,Masculin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,1
1,29,Féminin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,0
0,48,Féminin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,0
1,30,Féminin,Célibataire,N'DOUCI,Rural,AGNEBY-TIASSA,0
0,50,Masculin,Marié(e),N'DOUCI,Rural,AGNEBY-TIASSA,1
0,62,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,24,Féminin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,0
1,27,Féminin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,33,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,40,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,41,Féminin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
0,43,Féminin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
0,54,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,40,Masculin,Célibataire,TIASSALE,Urbain,AGNEBY-TIASSA,1
1,39,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,27,Féminin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,27,Féminin,Célibataire,TIASSALE,Urbain,AGNEBY-TIASSA,1
1,29,Féminin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,33,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,34,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,28,Féminin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,0
0,76,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,0
1,33,Masculin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,29,Féminin,Marié(e),TIASSALE,Urbain,AGNEBY-TIASSA,1
1,40,Masculin,Célibataire,TIASSALE,Urbain,AGNEBY-TIASSA,1
1,37,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,40,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,48,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,32,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
1,32,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,41,Masculin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,1
0,46,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,39,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,45,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,72,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,71,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
1,40,Masculin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,1
1,30,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,19,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
0,40,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,68,Féminin,Veuf(ve),TIASSALE,Rural,AGNEBY-TIASSA,1
0,41,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,49,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,19,Masculin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,1
1,20,Féminin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,1
0,43,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,44,Masculin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,1
0,72,Féminin,Veuf(ve),TIASSALE,Rural,AGNEBY-TIASSA,1
0,43,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,50,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,18,Féminin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,0
1,37,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,39,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,37,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,68,Féminin,Veuf(ve),TIASSALE,Rural,AGNEBY-TIASSA,1
1,31,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,69,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
0,47,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
1,31,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,38,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,29,Masculin,Veuf(ve),TIASSALE,Rural,AGNEBY-TIASSA,1
1,21,Féminin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,0
1,18,Féminin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,1
0,46,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,68,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,57,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,19,Masculin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,0
1,27,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
0,60,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
0,49,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
1,27,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
1,30,Masculin,Célibataire,TIASSALE,Rural,AGNEBY-TIASSA,1
1,25,Féminin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,0
1,35,Masculin,Marié(e),TIASSALE,Rural,AGNEBY-TIASSA,1
1,28,Masculin,Marié(e),BAYOTA,Urbain,GÔH,1
1,24,Féminin,Marié(e),BAYOTA,Urbain,GÔH,0
0,59,Masculin,Marié(e),BAYOTA,Urbain,GÔH,1
0,46,Féminin,Marié(e),BAYOTA,Urbain,GÔH,1
0,53,Féminin,Marié(e),BAYOTA,Urbain,GÔH,1
1,36,Féminin,Veuf(ve),BAYOTA,Urbain,GÔH,0
0,44,Féminin,Marié(e),BAYOTA,Urbain,GÔH,0
0,45,Masculin,Marié(e),BAYOTA,Urbain,GÔH,0
0,62,Féminin,Marié(e),BAYOTA,Urbain,GÔH,0
1,25,Féminin,Union libre,BAYOTA,Urbain,GÔH,0
1,32,Masculin,Union libre,BAYOTA,Urbain,GÔH,0
0,69,Masculin,Marié(e),BAYOTA,Urbain,GÔH,0
0,56,Féminin,Marié(e),BAYOTA,Urbain,GÔH,0
1,30,Masculin,Marié(e),BAYOTA,Urbain,GÔH,0
1,20,Féminin,Marié(e),BAYOTA,Urbain,GÔH,0
1,18,Féminin,Marié(e),BAYOTA,Urbain,GÔH,0
1,31,Masculin,Marié(e),BAYOTA,Urbain,GÔH,0
0,46,Masculin,Marié(e),BAYOTA,Urbain,GÔH,0
1,19,Masculin,Célibataire,BAYOTA,Urbain,GÔH,0
1,42,Féminin,Marié(e),BAYOTA,Urbain,GÔH,0
0,61,Masculin,Divorcé(e),BAYOTA,Urbain,GÔH,0
0,57,Masculin,Marié(e),BAYOTA,Urbain,GÔH,1
1,19,Masculin,Célibataire,BAYOTA,Urbain,GÔH,1
0,55,Féminin,Marié(e),BAYOTA,Urbain,GÔH,0
1,20,Féminin,Célibataire,BAYOTA,Urbain,GÔH,0
1,24,Féminin,Célibataire,BAYOTA,Urbain,GÔH,0
0,71,Féminin,Séparé,BAYOTA,Urbain,GÔH,0
1,26,Féminin,Célibataire,BAYOTA,Urbain,GÔH,0
0,49,Masculin,Divorcé(e),BAYOTA,Urbain,GÔH,1
1,25,Masculin,Célibataire,BAYOTA,Urbain,GÔH,0
0,48,Féminin,Veuf(ve),BAYOTA,Urbain,GÔH,1
1,18,Féminin,Célibataire,BAYOTA,Urbain,GÔH,0
0,65,Féminin,Célibataire,BAYOTA,Urbain,GÔH,0
1,26,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
1,39,Masculin,Marié(e),BAYOTA,Rural,GÔH,0
1,27,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
1,31,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,33,Masculin,Célibataire,BAYOTA,Rural,GÔH,0
0,69,Féminin,Veuf(ve),BAYOTA,Rural,GÔH,1
1,33,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,22,Féminin,Marié(e),BAYOTA,Rural,GÔH,1
0,63,Féminin,Célibataire,BAYOTA,Rural,GÔH,0
0,49,Masculin,Séparé,BAYOTA,Rural,GÔH,1
0,82,Féminin,Veuf(ve),BAYOTA,Rural,GÔH,0
0,52,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
0,44,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
0,39,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,33,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
1,30,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
0,48,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,29,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
0,53,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
0,46,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
0,60,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,26,Masculin,Célibataire,BAYOTA,Rural,GÔH,1
1,33,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
1,36,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
0,48,Féminin,Divorcé(e),BAYOTA,Rural,GÔH,1
0,78,Féminin,Veuf(ve),BAYOTA,Rural,GÔH,0
0,70,Féminin,Veuf(ve),BAYOTA,Rural,GÔH,0
0,65,Masculin,Veuf(ve),BAYOTA,Rural,GÔH,1
0,51,Féminin,Union libre,BAYOTA,Rural,GÔH,0
0,65,Masculin,Union libre,BAYOTA,Rural,GÔH,1
1,18,Féminin,Célibataire,BAYOTA,Rural,GÔH,0
0,68,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,18,Féminin,Célibataire,BAYOTA,Rural,GÔH,0
1,26,Masculin,Célibataire,BAYOTA,Rural,GÔH,1
0,55,Féminin,Marié(e),BAYOTA,Rural,GÔH,1
1,36,Masculin,Union libre,BAYOTA,Rural,GÔH,1
1,30,Féminin,Union libre,BAYOTA,Rural,GÔH,0
1,42,Féminin,Union libre,BAYOTA,Rural,GÔH,0
0,43,Masculin,Union libre,BAYOTA,Rural,GÔH,0
0,74,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
1,22,Masculin,Célibataire,BAYOTA,Rural,GÔH,0
0,41,Féminin,Marié(e),BAYOTA,Rural,GÔH,1
0,74,Féminin,Marié(e),BAYOTA,Rural,GÔH,0
0,39,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,33,Masculin,Union libre,BAYOTA,Rural,GÔH,0
1,30,Féminin,Union libre,BAYOTA,Rural,GÔH,0
1,20,Masculin,Célibataire,BAYOTA,Rural,GÔH,1
1,22,Masculin,Célibataire,BAYOTA,Rural,GÔH,1
0,43,Féminin,Marié(e),BAYOTA,Rural,GÔH,1
0,52,Féminin,Célibataire,BAYOTA,Rural,GÔH,0
0,53,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,37,Masculin,Union libre,BAYOTA,Rural,GÔH,1
1,29,Féminin,Union libre,BAYOTA,Rural,GÔH,0
0,51,Masculin,Célibataire,BAYOTA,Rural,GÔH,1
0,45,Féminin,Union libre,BAYOTA,Rural,GÔH,0
0,49,Masculin,Union libre,BAYOTA,Rural,GÔH,1
0,82,Féminin,Veuf(ve),BAYOTA,Rural,GÔH,0
1,36,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,32,Féminin,Marié(e),BAYOTA,Rural,GÔH,1
1,35,Féminin,Marié(e),BAYOTA,Rural,GÔH,1
0,63,Féminin,Célibataire,BAYOTA,Rural,GÔH,1
0,50,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
0,40,Masculin,Marié(e),BAYOTA,Rural,GÔH,1
1,32,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
1,35,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,42,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,1
0,63,Masculin,Célibataire,DAHIEPA-KEHI,Rural,GÔH,0
0,80,Féminin,Veuf(ve),DAHIEPA-KEHI,Rural,GÔH,0
1,20,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,70,Masculin,Célibataire,DAHIEPA-KEHI,Rural,GÔH,0
1,39,Masculin,Célibataire,DAHIEPA-KEHI,Rural,GÔH,1
0,64,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,1
0,64,Féminin,Célibataire,DAHIEPA-KEHI,Rural,GÔH,1
0,58,Féminin,Célibataire,DAHIEPA-KEHI,Rural,GÔH,1
1,33,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,1
1,20,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
1,39,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,42,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
1,36,Féminin,Célibataire,DAHIEPA-KEHI,Rural,GÔH,0
0,57,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,60,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
1,34,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,41,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,1
1,38,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,1
1,36,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,52,Masculin,Séparé,DAHIEPA-KEHI,Rural,GÔH,1
1,19,Masculin,Célibataire,DAHIEPA-KEHI,Rural,GÔH,0
0,66,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,1
1,18,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
1,27,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,56,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,46,Féminin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,0
0,47,Masculin,Marié(e),DAHIEPA-KEHI,Rural,GÔH,1
0,52,Masculin,Célibataire,DIGNAGO,Rural,GÔH,1
0,51,Masculin,Célibataire,DIGNAGO,Rural,GÔH,0
0,60,Masculin,Célibataire,DIGNAGO,Rural,GÔH,0
0,52,Féminin,Séparé,DIGNAGO,Rural,GÔH,0
0,47,Féminin,Union libre,DIGNAGO,Rural,GÔH,0
0,59,Masculin,Union libre,DIGNAGO,Rural,GÔH,0
0,59,Féminin,Marié(e),DIGNAGO,Rural,GÔH,0
0,60,Masculin,Marié(e),DIGNAGO,Rural,GÔH,1
1,18,Masculin,Célibataire,DIGNAGO,Rural,GÔH,0
0,51,Féminin,Veuf(ve),DIGNAGO,Rural,GÔH,0
1,20,Féminin,Union libre,DIGNAGO,Rural,GÔH,0
0,67,Féminin,Veuf(ve),DIGNAGO,Rural,GÔH,1
1,28,Masculin,Union libre,DIGNAGO,Rural,GÔH,0
0,68,Féminin,Veuf(ve),DIGNAGO,Rural,GÔH,0
0,47,Féminin,Marié(e),DIGNAGO,Rural,GÔH,0
1,26,Masculin,Célibataire,DIGNAGO,Rural,GÔH,0
0,48,Masculin,Marié(e),DIGNAGO,Rural,GÔH,0
1,19,Féminin,Célibataire,DIGNAGO,Rural,GÔH,0
1,33,Féminin,Célibataire,DIGNAGO,Rural,GÔH,1
1,19,Féminin,Célibataire,DIGNAGO,Rural,GÔH,1
1,32,Féminin,Célibataire,DIGNAGO,Rural,GÔH,1
0,45,Masculin,Marié(e),DIGNAGO,Rural,GÔH,0
1,40,Féminin,Marié(e),DIGNAGO,Rural,GÔH,0
1,20,Féminin,Célibataire,DIGNAGO,Rural,GÔH,0
0,53,Féminin,Union libre,DIGNAGO,Rural,GÔH,0
0,55,Masculin,Union libre,DIGNAGO,Rural,GÔH,0
0,46,Masculin,Marié(e),DIGNAGO,Rural,GÔH,1
1,37,Féminin,Marié(e),DIGNAGO,Rural,GÔH,0
0,80,Féminin,Veuf(ve),DIGNAGO,Rural,GÔH,0
0,72,Féminin,Veuf(ve),DIGNAGO,Rural,GÔH,0
1,25,Féminin,Célibataire,DIGNAGO,Rural,GÔH,0
1,24,Féminin,Célibataire,DIGNAGO,Rural,GÔH,0
0,75,Masculin,Veuf(ve),DIGNAGO,Rural,GÔH,1
1,28,Féminin,Veuf(ve),DIGNAGO,Rural,GÔH,1
0,58,Féminin,Marié(e),DIGNAGO,Rural,GÔH,0
0,58,Masculin,Marié(e),DIGNAGO,Rural,GÔH,0
1,27,Masculin,Célibataire,DIGNAGO,Rural,GÔH,0
1,20,Féminin,Célibataire,DIGNAGO,Rural,GÔH,0
0,49,Masculin,Célibataire,DOUGROUPALEGNOA,Rural,GÔH,1
1,29,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
1,18,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,28,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
1,34,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
1,35,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
0,51,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
0,45,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,25,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,22,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
0,41,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
1,18,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,25,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
0,42,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
0,48,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
0,68,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,18,Masculin,Célibataire,DOUGROUPALEGNOA,Rural,GÔH,0
0,71,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
0,39,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
1,33,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,38,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
0,41,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
1,29,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
0,43,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,40,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,21,Masculin,Célibataire,DOUGROUPALEGNOA,Rural,GÔH,1
0,44,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
0,47,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
1,37,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
0,42,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
0,51,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
0,60,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,23,Masculin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,1
1,21,Féminin,Marié(e),DOUGROUPALEGNOA,Rural,GÔH,0
1,39,Féminin,Union libre,DOUGROUPALEGNOA,Rural,GÔH,0
0,53,Féminin,Célibataire,DOUGROUPALEGNOA,Rural,GÔH,0
