mstat,rev_total_mois,age_grp,empl_formel,bancarise,a_assurance,logem,Profil_Score
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
2,0.0,3,0,1,0,3,69
2,0.0,2,0,1,0,3,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
4,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
4,0.0,3,0,1,0,1,59
0,0.0,1,0,0,0,1,35
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
5,0.0,3,0,0,0,2,52
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,2,0,0,0,2,47
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,0,0,3,62
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,2,0,0,0,3,47
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
4,14583.333,3,0,0,0,3,62
5,0.0,5,0,0,0,3,49
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
4,0.0,2,0,0,0,3,59
5,0.0,3,0,0,0,3,52
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,1,0,1,0,0,44
2,0.0,1,0,1,0,0,44
4,0.0,3,0,1,0,2,69
0,0.0,1,0,1,0,2,52
0,0.0,1,0,0,0,2,45
4,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,25000.0,2,0,1,0,0,46
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
2,0.0,4,0,0,0,2,62
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,1,0,2,52
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,2,0,1,0,2,54
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
0,0.0,1,0,0,0,2,45
2,0.0,3,0,0,0,0,42
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,1,0,0,0,0,25
2,0.0,3,0,1,0,0,49
0,0.0,1,0,1,0,2,52
2,0.0,6,0,0,0,2,57
2,0.0,6,0,0,0,2,57
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,1,0,0,0,2,45
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,1,0,3,47
2,0.0,2,0,1,0,3,66
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,3,0,1,0,2,57
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,3,0,1,0,2,57
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,0,20
2,100000.0,2,0,1,0,0,51
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
2,0.0,5,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,6,0,1,0,2,64
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,3,69
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,69333.336,1,0,0,0,2,50
0,69333.336,1,0,1,0,2,57
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,3,40
2,0.0,4,0,0,0,3,62
0,0.0,0,0,0,0,3,40
2,0.0,6,0,1,0,3,64
2,65000.0,3,0,1,0,3,74
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
2,0.0,2,0,0,0,3,59
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,540000.0,5,1,1,0,0,69
2,0.0,4,0,1,0,0,49
4,328000.0,2,1,1,1,0,62
0,0.0,0,0,0,1,0,23
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,1,0,23
4,312000.0,3,1,1,1,0,65
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
3,290000.0,3,1,1,1,0,48
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,1,0,0,0,0,37
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,3,40
5,0.0,6,0,0,0,3,47
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,2,0,0,0,3,47
5,0.0,4,0,0,0,3,52
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
2,0.0,5,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,3,66
2,0.0,2,0,1,0,3,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,150000.0,3,0,1,0,3,74
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,20000.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,1,0,3,47
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,50000.0,2,0,1,0,0,39
2,0.0,1,0,1,0,2,64
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
1,0.0,5,0,0,0,2,47
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
2,0.0,5,0,0,0,1,49
0,100000.0,2,0,0,0,1,42
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
2,0.0,3,0,1,0,2,69
2,0.0,2,0,1,0,3,66
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,3,0,1,0,0,37
0,25000.0,4,0,1,0,0,37
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,1,0,0,0,0,37
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,106653.0,2,0,1,0,1,49
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
2,0.0,2,0,0,0,3,59
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,3,59
2,0.0,1,0,0,0,3,57
5,0.0,5,0,0,0,3,49
0,25000.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,5,0,0,0,2,59
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,4,0,0,0,3,62
2,0.0,2,0,0,0,3,59
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,101166.66,2,0,1,0,2,59
2,0.0,3,0,1,0,2,69
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,2,0,1,0,2,54
0,0.0,3,0,1,0,2,57
0,0.0,0,0,0,0,2,40
1,0.0,3,0,1,0,2,57
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
2,0.0,5,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,0,0,2,59
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,1,0,1,0,3,52
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,1,0,1,0,3,64
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
5,0.0,6,0,0,0,2,47
0,0.0,2,0,1,0,2,54
2,0.0,5,0,1,0,0,46
0,0.0,0,0,0,0,0,20
2,0.0,4,0,0,0,0,42
0,0.0,3,0,1,0,0,37
0,0.0,0,0,0,0,0,20
0,0.0,2,0,0,0,0,27
0,0.0,3,0,1,0,3,57
0,0.0,2,0,1,0,3,54
0,0.0,1,0,1,0,2,52
0,0.0,1,0,1,0,0,32
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,2,0,1,0,0,46
5,0.0,5,0,0,0,0,29
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,3,66
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,2,0,1,0,3,66
2,0.0,1,0,0,0,3,57
0,0.0,0,0,0,0,3,40
2,0.0,1,0,0,0,3,57
0,0.0,0,0,0,0,3,40
5,0.0,6,0,0,0,3,47
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,30000.0,1,0,1,0,1,42
0,0.0,0,0,0,0,3,40
5,0.0,4,0,0,0,3,52
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,1,42
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
2,0.0,3,0,0,0,3,62
0,0.0,1,0,0,0,3,45
2,0.0,2,0,0,0,3,59
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,1,0,0,0,3,57
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,2,0,1,0,3,66
2,0.0,2,0,1,0,3,66
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,2,0,1,0,3,54
0,0.0,2,0,1,0,3,54
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,2,0,1,0,3,66
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
2,0.0,3,0,1,0,0,49
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,50000.0,2,1,1,0,0,42
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
2,0.0,4,0,0,0,2,62
2,0.0,4,0,0,0,2,62
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,1,0,0,0,2,45
5,0.0,5,0,0,0,2,49
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,3,0,0,0,2,62
0,0.0,0,0,0,0,2,40
2,0.0,6,0,0,0,2,57
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,1,0,1,0,2,64
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,0.0,1,0,0,0,0,37
2,0.0,2,0,0,0,0,39
5,0.0,6,0,0,0,2,47
0,0.0,2,0,0,0,2,47
0,0.0,0,0,0,0,2,40
2,41445.75,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,5,0,0,0,2,59
2,0.0,3,0,0,0,2,62
0,0.0,1,0,0,0,2,45
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,2,59
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,6,0,0,0,3,57
2,0.0,3,0,0,0,3,62
2,0.0,4,0,0,0,3,62
0,0.0,0,0,0,0,3,40
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
5,0.0,4,0,0,0,3,52
0,0.0,3,0,0,0,3,50
0,0.0,2,0,0,0,3,47
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
2,0.0,4,0,1,0,3,69
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
2,0.0,4,0,0,0,3,62
2,0.0,5,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
2,0.0,1,0,1,0,3,64
0,0.0,0,0,0,0,3,40
0,58000.0,1,0,0,0,0,30
0,0.0,0,0,0,0,3,40
2,0.0,5,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,2,0,0,0,3,47
2,0.0,5,0,0,0,3,59
0,0.0,2,0,1,0,1,44
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
0,0.0,1,0,1,0,3,52
0,0.0,1,0,1,0,3,52
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
2,0.0,6,0,0,0,3,57
0,0.0,0,0,0,0,3,40
0,0.0,0,0,1,0,3,47
2,0.0,6,0,1,0,3,64
0,0.0,5,0,1,0,3,54
0,0.0,0,0,0,1,1,33
2,0.0,3,0,1,1,1,62
2,550000.0,4,1,1,1,1,85
0,0.0,2,0,1,0,1,44
0,0.0,0,0,0,1,1,33
0,0.0,0,0,0,0,1,30
0,0.0,0,0,1,0,1,37
0,0.0,1,0,1,0,0,32
0,0.0,1,0,1,0,0,32
2,111000.0,3,0,1,1,0,57
5,0.0,5,0,1,0,3,56
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,3,0,1,0,3,57
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,3,52
2,0.0,4,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,2,0,1,0,3,54
2,0.0,3,0,0,0,3,62
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
0,60000.0,1,0,1,0,3,57
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,0,20
2,0.0,2,0,0,0,0,39
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
2,115000.0,3,0,1,0,0,54
0,70000.0,2,0,1,0,1,49
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,0,20
0,0.0,2,0,1,0,0,34
0,100000.0,2,1,1,1,1,55
2,0.0,3,0,1,0,0,49
0,0.0,0,0,0,1,3,43
2,0.0,4,0,1,1,3,72
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,1,3,43
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,3,52
2,455000.0,5,1,1,1,3,82
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,94778.305,5,0,1,0,3,71
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,1,0,1,0,3,52
2,60000.0,3,0,1,0,1,64
0,0.0,1,0,0,0,1,35
0,0.0,0,0,0,0,1,30
2,45000.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,5,0,0,0,1,37
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,3,0,1,0,1,59
0,0.0,0,0,0,0,1,30
2,0.0,5,0,1,0,1,56
0,0.0,1,0,1,0,1,42
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,4,0,0,0,3,62
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,1,42
0,0.0,1,0,1,0,1,42
1,0.0,4,0,1,0,1,47
0,0.0,2,0,1,0,1,44
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,1,30
2,0.0,5,0,1,0,1,56
2,0.0,4,0,1,0,1,59
0,0.0,2,0,0,0,3,47
0,0.0,0,0,0,0,3,40
2,0.0,5,0,0,0,3,59
2,0.0,5,0,0,0,3,59
2,0.0,3,0,0,0,3,62
0,0.0,1,0,0,0,3,45
0,0.0,2,0,0,0,3,47
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,3,0,0,0,3,50
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,1,1,33
4,17000.0,2,1,1,1,1,62
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,1,1,33
4,0.0,2,0,1,1,1,59
0,0.0,1,0,0,0,3,45
5,0.0,5,0,0,0,3,49
0,0.0,1,0,0,0,3,45
5,0.0,6,0,0,0,3,47
0,0.0,1,0,0,0,3,45
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
5,0.0,4,0,1,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,5,0,1,0,3,66
2,0.0,6,0,1,0,3,64
0,0.0,0,0,1,0,3,47
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,1,0,3,52
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,1,0,3,69
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,1,0,0,0,3,45
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,1,0,3,47
0,0.0,1,0,1,0,3,52
2,0.0,1,0,0,0,3,57
0,0.0,0,0,0,0,3,40
2,0.0,4,0,0,0,3,62
0,0.0,0,0,1,0,3,47
0,0.0,0,0,0,0,2,40
0,0.0,1,0,1,0,2,52
2,0.0,3,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,4,0,1,0,2,69
0,0.0,1,0,0,0,2,45
0,0.0,1,0,1,0,3,52
0,0.0,1,0,1,0,3,52
2,0.0,5,0,1,0,3,66
2,0.0,3,0,0,0,3,62
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
2,0.0,5,0,1,0,2,66
2,0.0,4,0,1,0,2,69
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,3,0,1,0,2,69
2,0.0,2,0,1,0,2,66
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
0,0.0,0,0,0,0,2,40
2,0.0,1,0,0,0,2,57
2,0.0,2,0,1,0,2,66
2,0.0,2,0,1,0,3,66
0,0.0,0,0,0,0,3,40
2,0.0,1,0,1,0,3,64
0,0.0,1,0,0,0,3,45
5,0.0,4,0,1,0,3,59
0,0.0,0,0,0,0,1,30
2,0.0,2,0,0,0,1,49
2,116000.0,2,0,0,0,1,54
0,0.0,0,0,0,0,1,30
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,5,0,0,0,3,59
2,0.0,5,0,0,0,3,59
0,0.0,0,0,0,0,3,40
2,0.0,6,0,1,0,3,64
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,0,42
2,55000.0,3,0,1,0,0,54
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,0,20
0,0.0,0,0,0,0,2,40
2,100000.0,1,0,1,0,2,69
2,0.0,1,0,0,0,2,57
0,0.0,0,0,0,0,2,40
2,0.0,2,0,0,0,3,59
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,0.0,3,0,0,0,3,62
2,0.0,2,0,0,0,3,59
2,0.0,1,0,0,0,3,57
2,0.0,3,0,0,0,3,62
0,0.0,0,0,0,0,3,40
0,0.0,0,0,0,0,3,40
2,200000.0,3,0,0,0,3,67
